#Date:2022-06-25 16:20:38
#Class:methylRawDB
#DT:tabix
#SI:SEsample.deduped_CHG
#AS:hg19
#CT:CHG
#RS:base
#NR:128
#DT:tabix
chr1	6028	6028	+	11	0	11
chr1	6035	6035	+	11	0	11
chr1	6039	6039	+	11	0	11
chr1	6056	6056	+	12	0	12
chr1	6377	6377	+	10	0	10
chr1	6379	6379	-	10	0	10
chr1	6390	6390	+	10	0	10
chr1	6393	6393	+	12	0	12
chr1	6395	6395	-	10	0	10
chr1	6397	6397	+	12	0	12
chr1	6404	6404	+	13	0	13
chr1	6406	6406	-	10	0	10
chr1	6411	6411	+	12	0	12
chr1	6420	6420	+	15	0	15
chr1	6426	6426	+	15	0	15
chr1	6435	6435	+	14	0	14
chr1	6468	6468	+	10	0	10
chr1	6473	6473	+	10	0	10
chr1	6482	6482	+	10	0	10
chr1	6532	6532	+	10	0	10
chr1	6566	6566	+	10	0	10
chr1	6764	6764	-	11	0	11
chr1	6779	6779	-	12	0	12
chr1	6790	6790	-	12	0	12
chr1	6805	6805	+	10	0	10
chr1	6807	6807	-	10	0	10
chr1	6918	6918	+	14	0	14
chr1	6920	6920	-	12	0	12
chr1	6926	6926	+	15	0	15
chr1	6928	6928	-	14	0	14
chr1	6971	6971	+	15	0	15
chr1	6973	6973	-	13	0	13
chr1	6979	6979	+	13	0	13
chr1	6981	6981	-	12	0	12
chr1	6989	6989	+	12	0	12
chr1	6991	6991	-	12	0	12
chr1	6994	6994	-	12	0	12
chr1	6999	6999	+	13	0	13
chr1	7001	7001	-	12	0	12
chr1	7126	7126	-	18	0	18
chr1	7130	7130	-	19	0	19
chr1	7143	7143	-	17	0	17
chr1	7172	7172	-	15	0	15
chr1	7178	7178	-	15	0	15
chr1	7197	7197	-	14	1	13
chr1	7230	7230	-	13	0	13
chr1	7238	7238	-	14	0	14
chr1	7276	7276	-	11	0	11
chr1	7293	7293	-	10	0	10
chr1	7390	7390	-	13	0	13
chr1	7405	7405	-	16	0	16
chr1	7411	7411	-	16	1	15
chr1	7416	7416	-	19	0	19
chr1	7429	7429	-	19	0	19
chr1	7441	7441	-	17	0	17
chr1	7475	7475	-	14	0	14
chr1	7491	7491	-	17	0	17
chr1	7529	7529	-	14	0	14
chr1	7539	7539	-	14	0	14
chr1	7548	7548	-	14	0	14
chr1	7557	7557	-	15	0	15
chr1	7611	7611	-	13	1	12
chr1	7632	7632	-	12	0	12
chr1	7852	7852	-	11	0	11
chr1	7855	7855	-	12	0	12
chr1	7863	7863	-	12	0	12
chr1	7873	7873	-	11	0	11
chr1	7880	7880	-	11	0	11
chr1	8266	8266	-	10	0	10
chr1	8271	8271	+	10	0	10
chr1	8274	8274	-	10	0	10
chr1	8304	8304	+	10	0	10
chr1	8307	8307	-	12	0	12
chr1	8341	8341	-	12	0	12
chr1	8363	8363	-	11	0	11
chr1	8382	8382	+	11	0	11
chr1	8500	8500	-	10	0	10
chr1	8628	8628	-	10	0	10
chr1	8840	8840	-	10	0	10
chr1	8859	8859	-	10	0	10
chr1	9011	9011	-	10	0	10
chr1	9016	9016	-	10	0	10
chr1	9903	9903	-	11	0	11
chr1	9909	9909	-	11	0	11
chr1	9913	9913	-	11	0	11
chr1	9928	9928	-	12	0	12
chr1	9956	9956	-	12	0	12
chr1	9974	9974	-	11	1	10
chr1	9982	9982	-	11	0	11
chr1	9995	9995	-	10	2	8
chr1	10058	10058	-	11	1	10
chr1	10076	10076	-	12	0	12
chr1	10081	10081	-	13	0	13
chr1	10105	10105	-	12	1	11
chr1	10120	10120	-	13	0	13
chr1	10128	10128	-	11	0	11
chr1	10187	10187	-	10	0	10
chr1	10201	10201	-	10	0	10
chr1	10241	10241	-	11	0	11
chr1	10254	10254	-	11	0	11
chr1	10269	10269	-	10	0	10
chr1	10288	10288	+	10	0	10
chr1	10313	10313	+	11	0	11
chr1	10321	10321	+	11	0	11
chr1	10338	10338	+	13	2	11
chr1	10359	10359	+	17	1	16
chr1	10375	10375	+	18	0	18
chr1	10407	10407	+	18	0	18
chr1	10426	10426	+	18	0	18
chr1	10475	10475	+	14	0	14
chr1	10494	10494	+	12	0	12
chr1	10498	10498	+	11	0	11
chr1	10529	10529	-	10	0	10
chr1	10532	10532	-	11	0	11
chr1	10535	10535	-	11	0	11
chr1	10539	10539	-	11	1	10
chr1	10543	10543	-	11	2	9
chr1	10550	10550	-	12	0	12
chr1	10573	10573	-	15	0	15
chr1	10581	10581	-	14	0	14
chr1	10595	10595	-	17	2	15
chr1	10618	10618	-	13	0	13
chr1	10646	10646	-	15	0	15
chr1	10673	10673	-	11	0	11
chr1	10683	10683	-	14	0	14
chr1	10690	10690	-	12	1	11
chr1	10709	10709	+	10	0	10
chr1	10725	10725	-	10	0	10
