#Date:2022-06-25 16:22:21
#Class:methylRawDB
#DT:tabix
#SI:PEsample_wgbs.deduped_CHH
#AS:hg19
#CT:CHH
#RS:base
#NR:660
#DT:tabix
chr1	6222	6222	-	10	0	10
chr1	6223	6223	-	10	0	10
chr1	6225	6225	-	10	0	10
chr1	6228	6228	-	10	0	10
chr1	6235	6235	-	10	0	10
chr1	6238	6238	-	10	0	10
chr1	6242	6242	-	10	0	10
chr1	6247	6247	-	10	0	10
chr1	6249	6249	-	10	0	10
chr1	6254	6254	-	10	0	10
chr1	6275	6275	-	11	0	11
chr1	6276	6276	-	11	0	11
chr1	6281	6281	-	11	0	11
chr1	6293	6293	-	11	0	11
chr1	6295	6295	-	11	0	11
chr1	6321	6321	-	12	0	12
chr1	6322	6322	-	12	0	12
chr1	6327	6327	+	10	0	10
chr1	6330	6330	-	13	0	13
chr1	6332	6332	+	11	0	11
chr1	6338	6338	-	13	0	13
chr1	6339	6339	-	12	0	12
chr1	6340	6340	+	12	0	12
chr1	6341	6341	+	12	0	12
chr1	6342	6342	+	12	0	12
chr1	6345	6345	-	12	0	12
chr1	6350	6350	-	12	0	12
chr1	6357	6357	-	12	0	12
chr1	6366	6366	-	12	1	11
chr1	6367	6367	-	12	0	12
chr1	6369	6369	-	12	0	12
chr1	6372	6372	+	10	0	10
chr1	6373	6373	+	10	0	10
chr1	6374	6374	+	10	1	9
chr1	6375	6375	+	10	0	10
chr1	6380	6380	-	13	0	13
chr1	6381	6381	-	13	0	13
chr1	6383	6383	-	12	0	12
chr1	6386	6386	-	13	0	13
chr1	6387	6387	+	10	0	10
chr1	6396	6396	+	10	0	10
chr1	6401	6401	+	10	0	10
chr1	6402	6402	+	11	0	11
chr1	6407	6407	-	13	0	13
chr1	6409	6409	-	13	0	13
chr1	6410	6410	-	13	0	13
chr1	6418	6418	+	11	1	10
chr1	6423	6423	+	12	1	11
chr1	6429	6429	+	12	0	12
chr1	6431	6431	+	12	0	12
chr1	6433	6433	+	12	1	11
chr1	6438	6438	-	13	1	12
chr1	6439	6439	-	13	1	12
chr1	6440	6440	+	12	0	12
chr1	6446	6446	-	12	0	12
chr1	6447	6447	+	12	1	11
chr1	6448	6448	+	12	0	12
chr1	6451	6451	+	10	0	10
chr1	6453	6453	+	10	0	10
chr1	6458	6458	+	10	0	10
chr1	6476	6476	-	10	0	10
chr1	6490	6490	+	11	1	10
chr1	6494	6494	+	10	0	10
chr1	6495	6495	+	10	0	10
chr1	6499	6499	-	10	0	10
chr1	6501	6501	-	10	0	10
chr1	6503	6503	-	10	0	10
chr1	6504	6504	-	10	0	10
chr1	6505	6505	-	10	0	10
chr1	6507	6507	-	10	0	10
chr1	6508	6508	-	10	0	10
chr1	6509	6509	+	11	0	11
chr1	6514	6514	-	10	0	10
chr1	6516	6516	-	10	0	10
chr1	6522	6522	-	11	0	11
chr1	6523	6523	-	11	0	11
chr1	6527	6527	+	11	0	11
chr1	6531	6531	+	11	1	10
chr1	6535	6535	-	12	0	12
chr1	6536	6536	+	11	0	11
chr1	6538	6538	+	10	0	10
chr1	6539	6539	+	10	0	10
chr1	6541	6541	+	10	0	10
chr1	6543	6543	+	11	0	11
chr1	6544	6544	+	11	0	11
chr1	6548	6548	-	12	1	11
chr1	6549	6549	-	12	1	11
chr1	6553	6553	+	10	0	10
chr1	6557	6557	-	12	1	11
chr1	6559	6559	+	10	0	10
chr1	6560	6560	+	10	0	10
chr1	6563	6563	-	12	0	12
chr1	6564	6564	-	11	0	11
chr1	6573	6573	-	12	0	12
chr1	6574	6574	-	12	0	12
chr1	6577	6577	-	12	0	12
chr1	6585	6585	+	10	0	10
chr1	6590	6590	-	15	0	15
chr1	6591	6591	-	15	0	15
chr1	6592	6592	+	10	1	9
chr1	6595	6595	+	10	0	10
chr1	6599	6599	-	14	0	14
chr1	6606	6606	+	11	0	11
chr1	6608	6608	+	11	0	11
chr1	6611	6611	-	15	0	15
chr1	6613	6613	-	14	0	14
chr1	6614	6614	-	14	0	14
chr1	6617	6617	+	12	0	12
chr1	6621	6621	+	12	1	11
chr1	6622	6622	+	12	0	12
chr1	6624	6624	+	12	0	12
chr1	6625	6625	+	12	0	12
chr1	6628	6628	+	13	0	13
chr1	6629	6629	+	13	2	11
chr1	6632	6632	+	13	0	13
chr1	6642	6642	-	11	0	11
chr1	6649	6649	-	11	0	11
chr1	6652	6652	-	11	0	11
chr1	6654	6654	-	11	0	11
chr1	6655	6655	-	11	0	11
chr1	6657	6657	-	11	0	11
chr1	6661	6661	-	12	0	12
chr1	6662	6662	-	11	0	11
chr1	6665	6665	-	12	0	12
chr1	6670	6670	+	12	0	12
chr1	6676	6676	-	13	0	13
chr1	6677	6677	+	13	0	13
